epoch,batch,train_loss,train_accuracy
7,951,0.8365612,0.78125
7,952,0.79209363,0.78125
7,953,0.3718728,0.90625
7,954,0.6078443,0.90625
7,955,0.4677339,0.90625
7,956,0.48290113,0.90625
7,957,0.45011914,0.90625
7,958,0.56151634,0.84375
7,959,0.7259261,0.7391304347826086
8,960,0.5603547,0.84375
8,961,0.6138035,0.8125
8,962,0.51445305,0.90625
8,963,0.46433544,0.875
8,964,0.5951098,0.8125
8,965,0.5420718,0.84375
8,966,0.6879404,0.8125
8,967,0.7812399,0.78125
8,968,0.9416435,0.75
8,969,0.7648992,0.78125
8,970,0.788711,0.8125
8,971,0.9795089,0.6875
8,972,0.46248204,0.90625
8,973,0.5807837,0.875
8,974,0.6236945,0.875
8,975,0.4478527,0.875
8,976,0.58277136,0.8125
8,977,0.5499125,0.8125
8,978,0.74520814,0.8125
8,979,0.81378657,0.75
8,980,1.1028614,0.71875
8,981,0.5645927,0.875
8,982,0.45206633,0.90625
8,983,0.54658186,0.78125
8,984,0.65143347,0.75
8,985,0.36957133,0.9375
8,986,0.63123703,0.8125
8,987,0.78820133,0.71875
8,988,0.8001419,0.71875
8,989,0.5424826,0.875
8,990,0.528566,0.90625
8,991,0.63020974,0.84375
8,992,0.5988051,0.78125
8,993,0.8830132,0.6875
8,994,0.6421538,0.8125
8,995,0.44246057,0.875
8,996,0.8415558,0.75
8,997,0.5052726,0.875
8,998,0.46709228,0.875
8,999,0.67509496,0.8125
8,1000,0.54632217,0.84375
8,1001,0.44700208,0.84375
8,1002,0.6270155,0.78125
8,1003,0.45494547,0.9375
8,1004,0.5849733,0.84375
8,1005,0.46720108,0.9375
8,1006,0.48227227,0.875
8,1007,0.45894012,0.9375
8,1008,0.60572785,0.78125
8,1009,0.906105,0.71875
8,1010,0.53409237,0.84375
8,1011,0.52111804,0.84375
8,1012,0.44848943,0.90625
8,1013,0.5337242,0.78125
8,1014,0.79872,0.75
8,1015,0.40469727,0.90625
8,1016,0.48049673,0.90625
8,1017,0.79579353,0.71875
8,1018,0.66015047,0.78125
8,1019,0.5942145,0.84375
8,1020,0.43295383,0.9375
8,1021,0.6101217,0.8125
8,1022,0.9013729,0.71875
8,1023,0.45380446,0.9375
8,1024,0.29664034,0.90625
8,1025,0.48260856,0.84375
8,1026,0.35122216,1.0
8,1027,0.55204993,0.84375
8,1028,0.37664896,0.875
8,1029,0.3799362,0.9375
8,1030,0.6641818,0.8125
8,1031,0.5403067,0.875
8,1032,0.683599,0.8125
8,1033,0.57251304,0.875
8,1034,0.5739974,0.84375
8,1035,0.9478213,0.75
8,1036,0.61673796,0.875
8,1037,0.45591405,0.875
8,1038,0.64357704,0.84375
8,1039,0.6872991,0.8125
8,1040,0.56445646,0.84375
8,1041,0.5600811,0.78125
8,1042,0.61785555,0.8125
8,1043,0.5466224,0.75
8,1044,0.51592875,0.84375
8,1045,0.6773064,0.78125
8,1046,0.6396145,0.8125
8,1047,0.6757391,0.75
8,1048,0.80786276,0.84375
8,1049,0.44749826,0.875
8,1050,0.5964453,0.90625
8,1051,0.7103082,0.84375
8,1052,0.4511066,0.84375
8,1053,0.60501456,0.84375
8,1054,0.6569126,0.84375
8,1055,0.5252971,0.84375
8,1056,0.45067933,0.875
8,1057,0.70058703,0.8125
8,1058,0.6905172,0.78125
8,1059,0.7652475,0.78125
8,1060,0.7199067,0.8125
8,1061,1.0017581,0.71875
8,1062,0.35608676,0.9375
8,1063,0.618502,0.84375
8,1064,0.53840226,0.84375
8,1065,0.7242534,0.8125
8,1066,1.1584253,0.65625
8,1067,0.617122,0.78125
8,1068,0.39522785,0.875
8,1069,0.6860875,0.8125
8,1070,0.44721246,0.84375
8,1071,0.46236035,0.875
8,1072,0.48385668,0.875
8,1073,0.49500227,0.8125
8,1074,0.66883785,0.84375
8,1075,0.6784128,0.75
8,1076,0.6427699,0.78125
8,1077,0.8664111,0.75
8,1078,0.6353766,0.8125
8,1079,0.6079928,0.8125
8,1080,0.9336386,0.65625
8,1081,0.74381393,0.78125
8,1082,0.59769577,0.90625
8,1083,0.5482493,0.875
8,1084,0.58977425,0.78125
8,1085,0.4846806,0.9375
8,1086,0.62325037,0.84375
8,1087,0.39051205,0.90625
8,1088,0.42265558,0.84375
8,1089,0.660693,0.78125
8,1090,0.43817508,0.875
8,1091,0.35118482,0.9375
8,1092,0.5011479,0.90625
8,1093,0.67932475,0.78125
8,1094,0.8998985,0.6875
8,1095,0.45714024,0.90625
8,1096,0.40253904,0.9565217391304348
9,1097,0.5581147,0.8125
9,1098,0.5979157,0.90625
9,1099,0.5314005,0.875
9,1100,0.71451455,0.75
9,1101,0.5510871,0.875
9,1102,0.52958214,0.84375
9,1103,0.49810815,0.8125
9,1104,0.6221385,0.78125
9,1105,0.60666835,0.8125
9,1106,0.75536543,0.75
9,1107,0.6242046,0.84375
9,1108,0.56394243,0.84375
9,1109,0.62216383,0.78125
9,1110,0.58514065,0.84375
9,1111,0.47878718,0.875
9,1112,0.53972965,0.75
9,1113,0.7518851,0.8125
9,1114,0.5912541,0.8125
9,1115,0.96422535,0.71875
9,1116,0.51581544,0.84375
9,1117,0.7545562,0.71875
9,1118,0.71693826,0.8125
9,1119,0.29066727,0.9375
9,1120,0.3211251,0.96875
9,1121,0.60200953,0.78125
9,1122,0.38856813,0.875
9,1123,0.5747908,0.84375
9,1124,0.5258214,0.9375
9,1125,0.5050733,0.90625
9,1126,0.5763051,0.84375
9,1127,0.42307287,0.9375
9,1128,0.6115724,0.8125
9,1129,0.6187609,0.78125
9,1130,0.6100007,0.8125
9,1131,0.50973165,0.84375
9,1132,0.7365407,0.84375
9,1133,0.40990907,0.90625
9,1134,0.62316227,0.78125
9,1135,0.9014012,0.75
9,1136,0.5458722,0.84375
9,1137,0.50076586,0.875
9,1138,0.53293556,0.90625
9,1139,0.572574,0.78125
9,1140,0.9010017,0.8125
9,1141,0.4298046,0.84375
9,1142,0.8606015,0.8125
9,1143,0.38941795,0.9375
9,1144,0.77779675,0.78125
9,1145,0.90322,0.75
9,1146,0.6318035,0.90625
9,1147,0.6346139,0.84375
9,1148,0.30572394,0.9375
9,1149,0.48768649,0.78125
9,1150,0.46356425,0.875
9,1151,0.40435106,0.84375
9,1152,0.6103998,0.84375
9,1153,0.7195623,0.84375
9,1154,0.6397516,0.78125
9,1155,0.4717292,0.78125
9,1156,0.45893675,0.90625
9,1157,0.48955283,0.78125
9,1158,0.59023434,0.8125
9,1159,0.85755783,0.8125
9,1160,0.60801053,0.84375
9,1161,0.69935936,0.71875
9,1162,0.42436156,0.90625
9,1163,0.78038967,0.71875
9,1164,0.44297215,0.9375
9,1165,0.79723513,0.625
9,1166,0.4148082,0.875
9,1167,0.713681,0.8125
9,1168,0.78049695,0.8125
9,1169,0.6539385,0.8125
9,1170,0.42864776,0.84375
9,1171,0.6675938,0.75
9,1172,0.6968572,0.75
9,1173,0.6195508,0.8125
9,1174,0.6536914,0.8125
9,1175,0.51408714,0.8125
9,1176,0.57384163,0.90625
9,1177,0.43074635,0.9375
9,1178,0.68986404,0.84375
9,1179,0.5642699,0.84375
9,1180,0.455164,0.84375
9,1181,0.5193243,0.8125
9,1182,0.69699776,0.71875
9,1183,0.45810175,0.90625
9,1184,0.4336222,0.84375
9,1185,0.6156109,0.78125
9,1186,0.5063129,0.84375
9,1187,0.75342464,0.78125
9,1188,0.43696925,0.875
9,1189,0.7103978,0.8125
9,1190,0.81027997,0.78125
9,1191,0.32082778,0.90625
9,1192,0.6089347,0.875
9,1193,0.5329261,0.90625
9,1194,0.6706026,0.8125
9,1195,0.41770017,0.9375
9,1196,0.43556613,0.90625
9,1197,0.88219297,0.78125
9,1198,0.57369804,0.8125
9,1199,0.496688,0.84375
9,1200,0.57315296,0.875
9,1201,0.6637647,0.84375
9,1202,0.48701203,0.9375
9,1203,0.3772152,0.90625
9,1204,0.442117,0.875
9,1205,0.7819493,0.75
9,1206,0.8963222,0.75
9,1207,0.8246324,0.75
9,1208,0.5809725,0.90625
9,1209,0.6836438,0.75
9,1210,0.70061356,0.78125
9,1211,0.41193685,0.875
9,1212,0.4375329,0.875
9,1213,0.5054686,0.875
9,1214,0.5716841,0.875
9,1215,0.60520273,0.8125
9,1216,0.5985473,0.84375
9,1217,0.49469748,0.84375
9,1218,0.72373253,0.75
9,1219,0.36102095,0.90625
9,1220,0.4498147,0.875
9,1221,0.63715225,0.78125
9,1222,0.45564523,0.90625
9,1223,0.5180124,0.84375
9,1224,0.45702282,0.90625
9,1225,0.6833073,0.78125
9,1226,0.5537715,0.78125
9,1227,0.7159888,0.78125
9,1228,0.6185598,0.875
9,1229,0.5855004,0.78125
9,1230,0.6360452,0.84375
9,1231,0.97122514,0.6875
9,1232,0.671795,0.8125
9,1233,0.5565094,0.8695652173913043
10,1234,0.6723026,0.875
10,1235,0.5712515,0.84375
10,1236,0.73167485,0.71875
10,1237,0.74447244,0.75
10,1238,0.62978417,0.8125
10,1239,0.72269136,0.75
10,1240,0.7606445,0.78125
10,1241,0.5305489,0.8125
10,1242,0.33497086,0.96875
10,1243,0.39975387,0.90625
10,1244,0.48399216,0.78125
10,1245,0.5744555,0.84375
10,1246,0.5666125,0.8125
10,1247,0.43127388,0.84375
10,1248,0.38449803,0.90625
10,1249,0.7794845,0.78125
10,1250,0.9270171,0.8125
10,1251,0.3232605,0.9375
10,1252,0.975325,0.6875
10,1253,0.44756275,0.90625
10,1254,0.9372374,0.75
10,1255,0.48466426,0.875
10,1256,0.6000675,0.8125
10,1257,0.5249999,0.8125
10,1258,0.45072374,0.875
10,1259,0.61386997,0.8125
10,1260,0.59786785,0.84375
10,1261,0.53213197,0.875
10,1262,0.6569753,0.875
10,1263,0.6526108,0.84375
10,1264,0.42565814,0.90625
10,1265,0.6525617,0.84375
10,1266,0.47872522,0.875
10,1267,0.4589492,0.84375
10,1268,0.61251855,0.84375
10,1269,0.59380895,0.875
10,1270,0.6231873,0.875
10,1271,0.6243292,0.8125
10,1272,0.4913412,0.84375
10,1273,0.5286305,0.8125
10,1274,0.5535333,0.8125
10,1275,0.6678986,0.84375
10,1276,0.5197846,0.84375
10,1277,0.7225901,0.71875
10,1278,0.3270645,0.9375
10,1279,0.30132145,0.90625
10,1280,0.82901996,0.8125
10,1281,0.8233768,0.71875
10,1282,0.67016757,0.78125
10,1283,0.41181347,0.90625
10,1284,0.38219464,0.9375
10,1285,0.38371906,0.90625
10,1286,0.54114056,0.8125
10,1287,0.61935866,0.84375
10,1288,0.6389553,0.8125
10,1289,0.34781843,0.90625
10,1290,0.6808304,0.84375
10,1291,0.58576536,0.875
10,1292,0.51070607,0.84375
10,1293,0.38692307,0.875
10,1294,0.72888136,0.78125
10,1295,0.59238565,0.84375
10,1296,0.7609359,0.8125
10,1297,0.5436402,0.8125
10,1298,0.42982966,0.90625
10,1299,0.5670792,0.84375
10,1300,0.5805716,0.78125
10,1301,0.7891369,0.8125
10,1302,0.8193386,0.8125
10,1303,0.8920592,0.71875
10,1304,0.4335606,0.90625
10,1305,0.35872313,0.875
10,1306,0.73814726,0.75
10,1307,0.73111874,0.8125
10,1308,0.44121346,0.90625
10,1309,0.76326495,0.78125
10,1310,0.41406968,0.9375
10,1311,0.36379865,0.96875
10,1312,0.5796413,0.875
10,1313,0.4723315,0.84375
10,1314,0.7321017,0.71875
10,1315,0.7017675,0.8125
10,1316,0.29771185,0.875
10,1317,0.54202336,0.8125
10,1318,0.74703974,0.8125
10,1319,0.48401958,0.875
10,1320,0.7116214,0.75
10,1321,0.6649733,0.875
10,1322,0.8204075,0.75
10,1323,0.29784706,0.9375
10,1324,0.41411987,0.90625
10,1325,0.6304412,0.84375
10,1326,0.29337236,0.90625
10,1327,0.37300676,0.90625
10,1328,0.40321285,0.9375
10,1329,0.3770179,0.90625
10,1330,0.5942441,0.875
10,1331,0.90803033,0.6875
10,1332,0.4004848,0.84375
10,1333,0.51305073,0.90625
10,1334,0.677098,0.78125
10,1335,0.35302436,0.96875
10,1336,0.6610555,0.8125
10,1337,0.7842012,0.8125
10,1338,0.47784886,0.90625
10,1339,0.62640774,0.8125
10,1340,0.524228,0.8125
10,1341,0.5422217,0.84375
10,1342,0.55459493,0.84375
10,1343,0.5484697,0.84375
10,1344,0.98409927,0.6875
10,1345,0.4804138,0.90625
10,1346,0.4707977,0.9375
10,1347,0.7441377,0.78125
10,1348,0.35461792,0.9375
10,1349,0.6886141,0.71875
10,1350,0.5551749,0.84375
10,1351,0.5550675,0.8125
10,1352,0.7040776,0.75
10,1353,0.6363721,0.78125
10,1354,0.7167898,0.78125
10,1355,0.844881,0.8125
10,1356,0.42556268,0.9375
10,1357,0.5418275,0.8125
10,1358,0.4182681,0.875
10,1359,0.492499,0.84375
10,1360,0.5160095,0.84375
10,1361,0.5708871,0.71875
10,1362,0.4730808,0.84375
10,1363,0.60025704,0.71875
10,1364,0.52689064,0.78125
10,1365,0.8899096,0.71875
10,1366,1.0431613,0.75
10,1367,0.39242736,0.90625
10,1368,0.63120764,0.75
10,1369,0.66321373,0.84375
10,1370,0.90824735,0.7391304347826086
11,1371,0.6074869,0.8125
11,1372,0.7432295,0.75
11,1373,0.7684,0.78125
11,1374,0.3696944,0.875
11,1375,0.45073676,0.84375
11,1376,0.48378277,0.8125
11,1377,0.4358361,0.875
11,1378,0.4478889,0.875
11,1379,0.37126166,0.875
11,1380,0.45949802,0.84375
11,1381,0.42750007,0.84375
11,1382,0.5246787,0.8125
11,1383,0.38208532,0.90625
11,1384,0.7462502,0.75
11,1385,0.74640703,0.78125
11,1386,0.38592464,0.90625
11,1387,0.5582645,0.90625
11,1388,0.62800354,0.84375
11,1389,0.42834017,0.84375
11,1390,0.40069416,0.9375
11,1391,0.7330037,0.75
11,1392,0.25304848,0.96875
11,1393,0.72739404,0.75
11,1394,0.49138346,0.8125
11,1395,0.49340445,0.84375
11,1396,0.6100773,0.8125
11,1397,0.6537334,0.8125
11,1398,0.6308145,0.84375
11,1399,0.8671624,0.78125
11,1400,0.53007513,0.84375
11,1401,0.7282779,0.71875
11,1402,0.557296,0.78125
11,1403,0.39342535,0.90625
11,1404,0.53079003,0.8125
11,1405,0.94682086,0.75
11,1406,0.73363525,0.75
11,1407,0.6853957,0.75
11,1408,0.5726188,0.9375
11,1409,0.8380148,0.75
11,1410,0.56569844,0.84375
11,1411,0.37643424,0.90625
11,1412,0.52239895,0.8125
11,1413,0.3487968,0.9375
11,1414,0.6850442,0.8125
11,1415,0.27980718,0.9375
11,1416,0.58017325,0.84375
11,1417,0.6589698,0.8125
11,1418,0.44877076,0.875
11,1419,0.44443667,0.90625
11,1420,0.7249985,0.8125
11,1421,0.6200809,0.8125
11,1422,0.6072376,0.84375
11,1423,0.56472194,0.84375
11,1424,0.73530024,0.78125
11,1425,0.30165124,0.9375
11,1426,0.61839104,0.78125
11,1427,0.6613869,0.84375
11,1428,0.84612817,0.71875
11,1429,0.5997171,0.78125
11,1430,0.48706117,0.84375
11,1431,0.57717156,0.8125
11,1432,0.54999864,0.90625
11,1433,0.57591796,0.84375
11,1434,0.42304412,0.875
11,1435,0.5317463,0.90625
11,1436,0.5829213,0.8125
11,1437,0.6117604,0.8125
11,1438,0.41743365,0.90625
11,1439,0.50039035,0.84375
11,1440,0.62858784,0.75
11,1441,0.5297139,0.875
11,1442,0.63016295,0.8125
11,1443,0.6524643,0.75
11,1444,0.8876791,0.75
11,1445,0.39758795,0.9375
11,1446,0.30560407,0.9375
11,1447,0.5723241,0.8125
11,1448,0.42418936,0.90625
11,1449,0.46686572,0.90625
11,1450,0.27271482,0.90625
11,1451,0.5731124,0.84375
11,1452,0.5317095,0.875
11,1453,0.5276309,0.875
11,1454,0.4662432,0.84375
11,1455,0.5913204,0.75
11,1456,0.47403097,0.84375
11,1457,0.5655375,0.90625
11,1458,0.34191173,0.90625
11,1459,0.5616216,0.84375
11,1460,0.5792788,0.8125
11,1461,0.468665,0.9375
11,1462,0.74873286,0.84375
11,1463,0.535919,0.875
11,1464,0.755219,0.8125
11,1465,0.43131658,0.875
11,1466,0.4675642,0.84375
11,1467,0.9407299,0.65625
11,1468,0.5603002,0.8125
11,1469,0.35365346,0.90625
11,1470,0.7703115,0.8125
11,1471,0.55191284,0.875
11,1472,0.41444477,0.90625
11,1473,0.70009005,0.875
11,1474,0.5311226,0.8125
11,1475,0.3039021,0.90625
11,1476,0.73472124,0.75
11,1477,0.5217459,0.78125
11,1478,0.5564899,0.84375
11,1479,0.59418905,0.78125
11,1480,0.48666456,0.875
11,1481,0.6051382,0.8125
11,1482,0.52912295,0.84375
11,1483,0.34541667,0.9375
11,1484,0.51784456,0.875
11,1485,0.68333775,0.875
11,1486,0.65287703,0.8125
11,1487,0.4655744,0.875
11,1488,0.45156094,0.875
11,1489,0.3612326,0.90625
11,1490,0.41873485,0.875
11,1491,0.69865125,0.75
11,1492,0.6314817,0.84375
11,1493,0.41549265,0.90625
11,1494,0.632824,0.8125
11,1495,0.31016093,0.9375
11,1496,0.7101961,0.78125
11,1497,0.66673905,0.78125
11,1498,0.36579463,0.875
11,1499,0.6959165,0.75
11,1500,0.50031924,0.84375
11,1501,0.57134485,0.84375
11,1502,0.5770097,0.84375
11,1503,0.37785196,0.9375
11,1504,0.39715895,0.90625
11,1505,0.3167845,0.9375
11,1506,0.7690684,0.84375
11,1507,0.42363727,0.8695652173913043
12,1508,0.34181207,0.96875
12,1509,0.56487924,0.84375
12,1510,0.43170002,0.90625
12,1511,0.4540447,0.90625
12,1512,0.6157,0.90625
12,1513,0.44478348,0.875
12,1514,0.51257265,0.875
12,1515,0.5229095,0.875
12,1516,0.6206705,0.90625
12,1517,0.5299898,0.875
12,1518,0.5581951,0.84375
12,1519,0.5357335,0.84375
12,1520,0.4199082,0.875
12,1521,0.5625112,0.90625
12,1522,0.50323814,0.875
12,1523,0.6184722,0.8125
12,1524,0.7875822,0.78125
12,1525,0.65437496,0.8125
12,1526,0.49205196,0.875
12,1527,0.67376024,0.78125
12,1528,0.45972732,0.90625
12,1529,0.58164394,0.78125
12,1530,0.7558193,0.8125
12,1531,0.5326997,0.875
12,1532,0.38234615,0.9375
12,1533,0.48428822,0.8125
12,1534,0.4804269,0.8125
12,1535,0.45465386,0.90625
12,1536,0.44790345,0.90625
12,1537,0.5542289,0.84375
12,1538,0.5228352,0.875
12,1539,0.62750715,0.84375
12,1540,0.37825325,0.90625
12,1541,0.52078974,0.84375
12,1542,0.7089075,0.875
12,1543,0.37417036,0.90625
12,1544,0.5295298,0.875
12,1545,0.34499907,0.9375
12,1546,0.36893108,0.875
12,1547,0.44569695,0.84375
12,1548,0.4954232,0.84375
12,1549,0.44313663,0.90625
12,1550,1.0226417,0.65625
12,1551,0.63727635,0.875
12,1552,0.65997905,0.84375
12,1553,0.40091377,0.875
12,1554,0.74210507,0.84375
12,1555,0.71197623,0.75
12,1556,0.61692184,0.8125
12,1557,0.73278016,0.84375
12,1558,0.48248836,0.84375
12,1559,0.38765267,0.875
12,1560,0.52277994,0.875
12,1561,0.5624756,0.8125
12,1562,0.51398236,0.875
12,1563,0.38500834,0.90625
12,1564,0.3687032,0.9375
12,1565,0.30648977,0.9375
12,1566,0.5208962,0.875
12,1567,0.50140804,0.90625
12,1568,0.57119507,0.78125
12,1569,0.547288,0.90625
12,1570,0.7291358,0.75
12,1571,0.56229764,0.84375
12,1572,0.5070733,0.84375
12,1573,0.6534989,0.78125
12,1574,0.40200526,0.90625
12,1575,0.5184165,0.875
12,1576,0.34740314,0.90625
12,1577,0.31950712,0.90625
12,1578,0.50775856,0.8125
12,1579,0.54655683,0.875
12,1580,0.53315777,0.875
12,1581,0.45681363,0.8125
12,1582,0.87826,0.71875
12,1583,0.41214374,0.90625
12,1584,0.44129092,0.90625
12,1585,0.47007135,0.84375
12,1586,0.90733486,0.84375
12,1587,0.5404592,0.90625
12,1588,0.28573418,0.96875
12,1589,0.77018785,0.75
12,1590,0.5134903,0.875
12,1591,0.33425757,0.90625
12,1592,0.48037034,0.8125
12,1593,0.57754725,0.75
12,1594,0.6793911,0.84375
12,1595,0.71131873,0.71875
12,1596,0.38161054,0.96875
12,1597,0.25022966,0.9375
12,1598,0.6839771,0.8125
12,1599,0.41832435,0.90625
12,1600,0.5639835,0.875
12,1601,0.6165257,0.84375
12,1602,0.39722317,0.9375
12,1603,0.51244277,0.84375
12,1604,0.4758308,0.84375
12,1605,0.207116,0.96875
12,1606,0.64291257,0.78125
12,1607,0.81343114,0.75
12,1608,0.6987538,0.78125
12,1609,0.4918075,0.875
12,1610,0.5568029,0.875
12,1611,0.63224924,0.84375
12,1612,0.60801196,0.78125
12,1613,0.62492895,0.84375
12,1614,0.4082015,0.9375
12,1615,0.3710315,0.90625
12,1616,0.5062162,0.8125
12,1617,0.16737464,1.0
12,1618,0.5100314,0.84375
12,1619,0.42462683,0.875
12,1620,0.6774342,0.8125
12,1621,0.37549478,0.9375
12,1622,0.47980586,0.84375
12,1623,0.7145971,0.8125
12,1624,0.6941488,0.78125
12,1625,0.80288684,0.6875
12,1626,0.4980956,0.84375
12,1627,0.4047592,0.90625
12,1628,0.49533832,0.875
12,1629,0.69010764,0.78125
12,1630,0.7611535,0.78125
12,1631,1.0601727,0.75
12,1632,0.3872293,0.875
12,1633,0.66030794,0.78125
12,1634,0.744121,0.75
12,1635,0.27706796,0.90625
12,1636,0.5826935,0.875
12,1637,0.48362744,0.90625
12,1638,0.5479342,0.84375
12,1639,0.5709871,0.84375
12,1640,0.62945193,0.84375
12,1641,0.5555062,0.875
12,1642,0.56297493,0.90625
12,1643,0.4661412,0.875
12,1644,0.5261388,0.8260869565217391
13,1645,0.58558714,0.78125
13,1646,0.42681247,0.90625
13,1647,0.47323537,0.90625
13,1648,0.6179439,0.78125
13,1649,0.41200173,0.8125
13,1650,0.4233402,0.875
13,1651,0.5156596,0.875
13,1652,0.43585986,0.875
13,1653,0.8057888,0.8125
13,1654,0.5631782,0.84375
13,1655,0.43296713,0.8125
13,1656,0.74461013,0.78125
13,1657,0.694812,0.8125
13,1658,0.5454115,0.8125
13,1659,0.44890767,0.875
13,1660,0.5453799,0.8125
13,1661,0.51306593,0.90625
13,1662,0.6665445,0.84375
13,1663,0.6959752,0.78125
13,1664,0.34319195,0.90625
13,1665,0.49187446,0.875
13,1666,0.46757385,0.84375
13,1667,0.5429648,0.875
13,1668,0.24786371,0.96875
13,1669,0.7081483,0.78125
13,1670,0.43590885,0.875
13,1671,0.6070463,0.84375
13,1672,0.38288188,0.90625
13,1673,0.29969546,0.9375
13,1674,0.5720575,0.8125
13,1675,0.76957005,0.78125
13,1676,0.30882308,0.9375
13,1677,0.3150005,0.875
13,1678,0.4138844,0.90625
13,1679,0.5046306,0.875
13,1680,0.7891201,0.75
13,1681,0.561016,0.8125
13,1682,0.5579783,0.84375
13,1683,0.555596,0.875
13,1684,0.52257735,0.875
13,1685,0.59504974,0.8125
13,1686,0.5298516,0.9375
13,1687,0.6964182,0.75
13,1688,0.5834594,0.875
13,1689,0.45644352,0.9375
13,1690,0.5420923,0.84375
13,1691,0.42637467,0.875
13,1692,0.52639294,0.8125
13,1693,0.6168338,0.78125
13,1694,0.43102044,0.875
13,1695,0.59043014,0.875
13,1696,0.3988446,0.90625
13,1697,0.44686398,0.90625
13,1698,0.5817701,0.875
13,1699,0.45214695,0.875
13,1700,0.6998748,0.71875
13,1701,0.46784592,0.84375
13,1702,0.33197418,0.90625
13,1703,0.5254669,0.90625
13,1704,0.7255897,0.75
13,1705,0.5556527,0.84375
13,1706,0.5758418,0.875
13,1707,0.5601193,0.84375
13,1708,0.29562476,0.96875
13,1709,0.49676135,0.875
13,1710,0.6524221,0.84375
13,1711,0.38179585,0.90625
13,1712,0.40439907,0.90625
13,1713,0.32561466,0.9375
13,1714,0.6731801,0.8125
13,1715,0.67393017,0.78125
13,1716,0.30609342,0.96875
13,1717,0.3716685,0.90625
13,1718,0.39377734,0.90625
13,1719,0.5214103,0.84375
13,1720,0.4006907,0.90625
13,1721,0.59227175,0.78125
13,1722,0.33978382,0.90625
13,1723,0.41143242,0.90625
13,1724,0.47187582,0.84375
13,1725,0.42862374,0.875
13,1726,0.56917614,0.84375
13,1727,0.42118075,0.84375
13,1728,0.6406126,0.78125
13,1729,0.33065572,0.96875
13,1730,0.557902,0.8125
13,1731,0.34135664,0.90625
13,1732,0.39212185,0.90625
13,1733,0.27308348,0.90625
13,1734,0.7511834,0.71875
13,1735,0.5373655,0.90625
13,1736,0.50016993,0.8125
13,1737,0.3756084,0.90625
13,1738,0.51965964,0.875
13,1739,0.7988963,0.75
13,1740,0.41739157,0.875
13,1741,0.61196285,0.84375
13,1742,0.51942474,0.8125
13,1743,0.42125204,0.90625
13,1744,0.44514075,0.875
13,1745,0.59411854,0.84375
13,1746,0.49439675,0.84375
13,1747,0.6972627,0.84375
13,1748,0.51618916,0.90625
13,1749,0.65375656,0.8125
13,1750,0.60044307,0.84375
13,1751,0.62569267,0.8125
13,1752,0.34036997,0.875
13,1753,0.60819495,0.84375
13,1754,0.38297895,0.90625
13,1755,0.3545535,0.9375
13,1756,0.5567793,0.8125
13,1757,0.56336033,0.8125
13,1758,0.5212029,0.875
13,1759,0.59556067,0.84375
13,1760,0.41859984,0.9375
13,1761,0.5413634,0.78125
13,1762,0.47567815,0.84375
13,1763,0.4757779,0.875
13,1764,0.4201775,0.90625
13,1765,0.7641103,0.8125
13,1766,0.3326586,0.9375
13,1767,0.44310492,0.9375
13,1768,0.40419444,0.84375
13,1769,0.50256485,0.84375
13,1770,0.7118341,0.78125
13,1771,0.50857556,0.84375
13,1772,0.809762,0.71875
13,1773,0.46442193,0.875
13,1774,0.34660473,0.9375
13,1775,0.5617576,0.84375
13,1776,0.6283042,0.75
13,1777,1.2196816,0.59375
13,1778,0.7089661,0.78125
13,1779,0.55929303,0.8125
13,1780,0.3346842,0.9375
13,1781,0.51420516,0.8260869565217391
14,1782,0.6805577,0.8125
14,1783,0.45960334,0.875
14,1784,0.6362448,0.78125
14,1785,0.41131133,0.90625
14,1786,0.6279413,0.8125
14,1787,0.5448621,0.78125
14,1788,0.43847495,0.84375
14,1789,0.4938598,0.90625
14,1790,0.5458536,0.8125
14,1791,0.71638304,0.78125
14,1792,0.55017865,0.90625
14,1793,0.46097487,0.9375
14,1794,0.73614657,0.75
14,1795,0.58395195,0.84375
14,1796,0.6052217,0.84375
14,1797,0.7567787,0.6875
14,1798,0.44291413,0.84375
14,1799,0.5955672,0.8125
14,1800,0.6058312,0.84375
14,1801,0.68309295,0.84375
14,1802,0.45767868,0.90625
14,1803,0.4128372,0.96875
14,1804,0.30496594,0.90625
14,1805,0.39316142,0.9375
14,1806,0.39515007,0.875
14,1807,0.5237927,0.84375
14,1808,0.35131,0.84375
14,1809,0.5011784,0.875
14,1810,0.50601774,0.78125
14,1811,0.5188279,0.78125
14,1812,0.29645318,0.96875
14,1813,0.51873815,0.90625
14,1814,0.5347926,0.90625
14,1815,0.45027685,0.84375
14,1816,0.592609,0.78125
14,1817,0.41261247,0.90625
14,1818,0.9366876,0.6875
14,1819,0.5431372,0.84375
14,1820,0.2909231,0.9375
14,1821,0.53429,0.8125
14,1822,0.3595316,0.90625
14,1823,0.5370121,0.84375
14,1824,0.6310841,0.875
14,1825,0.72886026,0.8125
14,1826,0.60873806,0.78125
14,1827,0.47360831,0.90625
14,1828,0.36626852,0.9375
14,1829,0.7529405,0.75
14,1830,0.4961962,0.875
14,1831,0.37418053,0.875
14,1832,0.60416204,0.84375
14,1833,0.5733321,0.84375
14,1834,0.29915458,0.96875
14,1835,0.37767196,0.9375
14,1836,0.535525,0.8125
14,1837,0.36683,0.9375
14,1838,0.3717295,0.875
14,1839,0.24391995,0.9375
14,1840,0.68893725,0.78125
