epoch,batch,train_loss,train_accuracy
1,90,1.7605497,0.59375
1,91,1.9279281,0.59375
1,92,1.6399107,0.625
1,93,1.63479,0.625
1,94,1.4779428,0.6875
1,95,1.5881987,0.59375
1,96,1.8730165,0.5625
1,97,1.5931454,0.6875
1,98,1.5094582,0.6875
1,99,1.7960821,0.5625
1,100,1.4583542,0.625
1,101,1.6549975,0.625
1,102,1.7503606,0.65625
1,103,1.5135614,0.75
1,104,1.701593,0.5625
1,105,1.7382604,0.53125
1,106,1.6768702,0.6875
1,107,1.3046426,0.75
1,108,1.4938725,0.71875
1,109,1.7220224,0.59375
1,110,1.6601403,0.625
1,111,1.5138096,0.6875
1,112,1.7506195,0.65625
1,113,1.5255281,0.75
1,114,1.4729643,0.6875
1,115,1.3489975,0.6875
1,116,1.6903833,0.65625
1,117,1.6692399,0.71875
1,118,1.587553,0.65625
1,119,1.7288988,0.59375
1,120,1.8324852,0.46875
1,121,1.3526092,0.75
1,122,1.3929241,0.6875
1,123,1.4178851,0.71875
1,124,1.4738256,0.5625
1,125,1.585031,0.6875
1,126,1.321608,0.78125
1,127,1.7153991,0.5
1,128,1.7327445,0.5625
1,129,1.6482664,0.59375
1,130,1.0796047,0.78125
1,131,1.2794,0.75
1,132,1.7365348,0.53125
1,133,1.4604006,0.65625
1,134,1.6037288,0.59375
1,135,1.0828478,0.84375
1,136,1.3681388,0.65625
1,137,1.6548822,0.5652173913043478
2,138,1.168802,0.78125
2,139,1.7926844,0.5625
2,140,1.1917514,0.75
2,141,1.3895242,0.625
2,142,1.2234708,0.78125
2,143,1.4548988,0.625
2,144,1.2388926,0.6875
2,145,1.3398443,0.6875
2,146,1.5775828,0.5
2,147,1.1436999,0.75
2,148,1.4822068,0.59375
2,149,1.7601835,0.5625
2,150,1.3435228,0.625
2,151,1.2793328,0.75
2,152,1.3470224,0.71875
2,153,1.4399053,0.6875
2,154,1.4729091,0.6875
2,155,1.0726104,0.78125
2,156,0.9938677,0.875
2,157,1.418482,0.625
2,158,1.3236911,0.71875
2,159,1.4110287,0.75
2,160,1.3219602,0.6875
2,161,1.4165124,0.5625
2,162,1.4119458,0.53125
2,163,1.1394473,0.6875
2,164,1.1585368,0.71875
2,165,1.3359523,0.65625
2,166,1.1538633,0.75
2,167,1.5303677,0.625
2,168,1.1919502,0.75
2,169,1.5709646,0.625
2,170,1.2321154,0.75
2,171,1.0461346,0.8125
2,172,1.2025956,0.71875
2,173,1.270686,0.75
2,174,1.3072566,0.6875
2,175,1.3903356,0.75
2,176,1.3301991,0.625
2,177,1.0342064,0.8125
2,178,0.7786346,0.90625
2,179,1.3729621,0.65625
2,180,1.4856114,0.65625
2,181,1.1401618,0.71875
2,182,1.1127771,0.71875
2,183,1.1782036,0.6875
2,184,1.0652812,0.6875
2,185,1.086223,0.65625
2,186,1.0245267,0.75
2,187,0.93248415,0.6875
2,188,1.1156024,0.78125
2,189,1.2751552,0.71875
2,190,1.3277739,0.78125
2,191,1.0554279,0.71875
2,192,1.1980246,0.78125
2,193,1.0877107,0.71875
2,194,0.9518614,0.8125
2,195,1.4327996,0.59375
2,196,1.4699605,0.625
2,197,1.0574735,0.875
2,198,1.1231318,0.71875
2,199,1.1857898,0.71875
2,200,1.0389628,0.75
2,201,1.4371468,0.53125
2,202,1.4866794,0.625
2,203,0.88641083,0.90625
2,204,1.4085846,0.53125
2,205,1.1224837,0.75
2,206,1.0050896,0.84375
2,207,1.1947668,0.78125
2,208,1.1016613,0.75
2,209,1.2072046,0.75
2,210,1.0298792,0.75
2,211,1.001269,0.875
2,212,0.9308073,0.8125
2,213,1.0939442,0.71875
2,214,1.0243635,0.875
2,215,1.0435039,0.71875
2,216,1.112689,0.75
2,217,0.9828795,0.75
2,218,0.6559911,0.90625
2,219,1.0161357,0.71875
2,220,1.3857279,0.625
2,221,1.2648869,0.71875
2,222,1.11574,0.75
2,223,1.2906696,0.59375
2,224,1.4721746,0.59375
2,225,1.3244648,0.65625
2,226,1.1136551,0.59375
2,227,0.840919,0.78125
2,228,1.3434639,0.625
2,229,0.97536606,0.78125
2,230,0.9563704,0.71875
2,231,1.1821996,0.71875
2,232,0.9278599,0.75
2,233,1.191188,0.625
2,234,1.1047724,0.65625
2,235,0.99193186,0.78125
2,236,1.098247,0.84375
2,237,1.2155098,0.59375
2,238,1.1309249,0.6875
2,239,1.1339303,0.71875
2,240,1.1322109,0.71875
2,241,1.1267065,0.65625
2,242,1.1427255,0.6875
2,243,0.9921212,0.8125
2,244,1.1093993,0.625
2,245,0.9144748,0.84375
2,246,0.9092634,0.84375
2,247,0.98655003,0.75
2,248,0.83990645,0.78125
2,249,0.8241514,0.75
2,250,1.0885404,0.71875
2,251,1.0381417,0.8125
2,252,1.1656413,0.75
2,253,0.89873916,0.78125
2,254,1.0645858,0.71875
2,255,1.006631,0.78125
2,256,0.91381496,0.78125
2,257,0.9111662,0.71875
2,258,1.2297647,0.6875
2,259,0.86021554,0.84375
2,260,0.8763397,0.78125
2,261,0.7305609,0.875
2,262,1.1117746,0.75
2,263,0.9729528,0.8125
2,264,0.9829498,0.71875
2,265,1.1884469,0.71875
2,266,0.7882753,0.8125
2,267,0.726393,0.875
2,268,1.1587697,0.78125
2,269,0.8970672,0.75
2,270,1.1318659,0.65625
2,271,0.8676554,0.84375
2,272,0.9550605,0.8125
2,273,1.1333392,0.6875
2,274,1.2558088,0.7391304347826086
3,275,1.0915009,0.78125
3,276,0.65542656,0.9375
3,277,1.0293789,0.75
3,278,0.818097,0.84375
3,279,0.6525973,0.90625
3,280,1.1348773,0.71875
3,281,1.0939326,0.71875
3,282,1.1158693,0.75
3,283,0.76355743,0.8125
3,284,0.8097865,0.84375
3,285,1.0434129,0.75
3,286,0.7901677,0.75
3,287,1.1036191,0.65625
3,288,1.1984409,0.75
3,289,1.0847532,0.6875
3,290,0.8945117,0.84375
3,291,1.1814443,0.71875
3,292,1.1689073,0.75
3,293,1.2725594,0.59375
3,294,0.7394287,0.84375
3,295,1.0644814,0.71875
3,296,1.0462284,0.75
3,297,0.9889091,0.78125
3,298,0.56480324,0.84375
3,299,1.0012392,0.75
3,300,1.037704,0.78125
3,301,1.051062,0.65625
3,302,0.99893844,0.75
3,303,0.76896906,0.8125
3,304,1.2144853,0.6875
3,305,0.90332437,0.84375
3,306,0.99205524,0.71875
3,307,1.0124555,0.78125
3,308,0.8589015,0.8125
3,309,1.2136468,0.625
3,310,0.9349639,0.71875
3,311,0.9564447,0.71875
3,312,1.520808,0.5625
3,313,0.8091925,0.75
3,314,0.849955,0.78125
3,315,0.8794891,0.8125
3,316,1.041496,0.75
3,317,1.2317818,0.59375
3,318,1.2599229,0.6875
3,319,0.8801664,0.75
3,320,0.8729051,0.78125
3,321,0.97064143,0.78125
3,322,0.9088119,0.78125
3,323,0.6773566,0.875
3,324,0.9854803,0.8125
3,325,0.8607819,0.71875
3,326,1.0711737,0.71875
3,327,0.59140915,0.9375
3,328,1.0248901,0.75
3,329,1.0459934,0.8125
3,330,0.8899437,0.78125
3,331,1.1051818,0.6875
3,332,0.7924464,0.875
3,333,1.001427,0.6875
3,334,0.99239284,0.75
3,335,0.9354913,0.78125
3,336,0.81933105,0.75
3,337,0.771321,0.75
3,338,0.90546554,0.75
3,339,1.0033671,0.78125
3,340,1.1847495,0.65625
3,341,0.8106184,0.8125
3,342,1.2082636,0.625
3,343,0.7788114,0.84375
3,344,0.7515313,0.84375
3,345,0.91689235,0.875
3,346,0.6531428,0.84375
3,347,0.79426664,0.84375
3,348,0.74549264,0.78125
3,349,0.9057868,0.78125
3,350,1.0567174,0.71875
3,351,1.5056567,0.53125
3,352,1.1068912,0.78125
3,353,0.9622755,0.78125
3,354,0.8018538,0.8125
3,355,0.7193514,0.875
3,356,0.595649,0.84375
3,357,0.5178584,0.875
3,358,0.53979284,0.90625
3,359,0.82907313,0.75
3,360,0.801983,0.75
3,361,1.0163093,0.71875
3,362,0.8449304,0.84375
3,363,0.69642997,0.875
3,364,1.6418713,0.5625
3,365,0.67758024,0.8125
3,366,0.9734053,0.71875
3,367,1.4585035,0.59375
3,368,1.0438445,0.75
3,369,0.99291956,0.71875
3,370,0.996045,0.84375
3,371,1.0356101,0.75
3,372,1.0073785,0.75
3,373,1.3855324,0.65625
3,374,0.5579101,0.75
3,375,0.9414366,0.8125
3,376,1.0081439,0.71875
3,377,0.88225186,0.8125
3,378,0.66840136,0.9375
3,379,0.75667197,0.75
3,380,0.6162752,0.84375
3,381,1.1025058,0.625
3,382,0.92627627,0.75
3,383,0.6533262,0.84375
3,384,1.00974,0.75
3,385,0.7960594,0.78125
3,386,0.69484234,0.84375
3,387,0.75783414,0.84375
3,388,0.8777231,0.71875
3,389,0.98915356,0.71875
3,390,0.6941087,0.875
3,391,0.77908736,0.8125
3,392,0.7154102,0.8125
3,393,0.67003417,0.9375
3,394,0.91036934,0.75
3,395,0.77173567,0.8125
3,396,0.7850547,0.78125
3,397,0.8601278,0.78125
3,398,1.1955972,0.75
3,399,1.0967687,0.6875
3,400,1.0262476,0.75
3,401,0.7325515,0.78125
3,402,0.94656175,0.71875
3,403,0.54452544,0.875
3,404,0.8216108,0.8125
3,405,0.74886125,0.75
3,406,0.92679644,0.6875
3,407,1.0396168,0.71875
3,408,0.79192877,0.84375
3,409,0.75974125,0.8125
3,410,0.7018883,0.90625
3,411,0.76370656,0.8695652173913043
4,412,0.74030346,0.78125
4,413,0.53091186,0.90625
4,414,0.8837716,0.6875
4,415,0.83817095,0.71875
4,416,0.9506106,0.71875
4,417,1.0953754,0.71875
4,418,0.70720685,0.8125
4,419,0.66523266,0.8125
4,420,0.76484936,0.78125
4,421,0.890577,0.78125
4,422,0.7451242,0.78125
4,423,0.9741076,0.6875
4,424,0.6638146,0.8125
4,425,0.92500556,0.75
4,426,0.60073733,0.84375
4,427,0.5695032,0.875
4,428,1.0120877,0.59375
4,429,0.87560916,0.6875
4,430,0.7930594,0.84375
4,431,0.8730972,0.75
4,432,0.67406255,0.84375
4,433,0.922691,0.78125
4,434,0.5755966,0.8125
4,435,0.7314368,0.875
4,436,0.49816567,0.875
4,437,0.90395635,0.78125
4,438,0.6404054,0.8125
4,439,0.6373579,0.90625
4,440,0.67122954,0.84375
4,441,0.8108571,0.8125
4,442,0.7003223,0.84375
4,443,1.013391,0.71875
4,444,0.654027,0.75
4,445,0.8174345,0.78125
4,446,0.86408234,0.71875
4,447,0.7480962,0.84375
4,448,0.7543139,0.84375
4,449,0.69731253,0.9375
4,450,1.0291188,0.75
4,451,0.73783356,0.84375
4,452,0.9621742,0.71875
4,453,0.8344044,0.875
4,454,1.0028816,0.71875
4,455,0.69666344,0.8125
4,456,0.7369792,0.78125
4,457,0.9170436,0.71875
4,458,0.7688719,0.75
4,459,0.6770463,0.84375
4,460,0.7904049,0.75
4,461,0.7152023,0.8125
4,462,1.0312847,0.75
4,463,0.84326065,0.71875
4,464,1.0137378,0.6875
4,465,0.49085996,0.90625
4,466,0.66769737,0.78125
4,467,0.69715095,0.90625
4,468,0.8969181,0.71875
4,469,0.6625597,0.875
4,470,0.82520765,0.78125
4,471,0.8781449,0.75
4,472,0.9400254,0.6875
4,473,0.7602123,0.78125
4,474,1.2017472,0.6875
4,475,0.55249774,0.84375
4,476,0.7073156,0.78125
4,477,0.9890318,0.6875
4,478,1.1300633,0.75
4,479,0.7887868,0.8125
4,480,0.7158268,0.8125
4,481,0.77719444,0.78125
4,482,0.9474898,0.75
4,483,0.62270546,0.8125
4,484,0.85391843,0.75
4,485,0.84910643,0.78125
4,486,0.5301605,0.875
4,487,1.0562547,0.71875
4,488,0.59108865,0.8125
4,489,0.66727424,0.875
4,490,0.50969946,0.84375
4,491,0.6986756,0.84375
4,492,0.82185185,0.8125
4,493,0.97906655,0.8125
4,494,0.59880173,0.875
4,495,0.5543451,0.8125
4,496,0.79337454,0.84375
4,497,0.8038075,0.875
4,498,0.66893166,0.875
4,499,0.61937773,0.84375
4,500,0.85305274,0.78125
4,501,0.64107066,0.8125
4,502,0.56803644,0.8125
4,503,0.8511352,0.8125
4,504,0.6529509,0.84375
4,505,0.8143793,0.8125
4,506,0.6999024,0.8125
4,507,0.7468428,0.8125
4,508,0.8545523,0.75
4,509,0.6147192,0.8125
4,510,0.6811459,0.78125
4,511,0.46298015,0.875
4,512,0.57903665,0.84375
4,513,0.763078,0.78125
4,514,0.9773846,0.65625
4,515,0.811162,0.6875
4,516,0.7912035,0.78125
4,517,1.2328013,0.6875
4,518,0.63203245,0.875
4,519,0.7221935,0.84375
4,520,0.73100585,0.8125
4,521,0.84009844,0.71875
4,522,0.94798255,0.8125
4,523,0.87109816,0.78125
4,524,0.7113547,0.8125
4,525,0.7376302,0.84375
4,526,0.7526358,0.8125
4,527,0.92705345,0.75
4,528,0.97899646,0.78125
4,529,0.8451027,0.8125
4,530,0.8139706,0.71875
4,531,0.45619708,0.90625
4,532,0.8474522,0.78125
4,533,0.7729853,0.78125
4,534,1.0613805,0.65625
4,535,0.82012135,0.78125
4,536,0.72780037,0.90625
4,537,0.82621014,0.71875
4,538,0.61312133,0.875
4,539,0.7449542,0.78125
4,540,0.7832645,0.71875
4,541,0.4809875,0.90625
4,542,1.0286267,0.71875
4,543,0.51558506,0.84375
4,544,0.7658534,0.78125
4,545,0.7783376,0.78125
4,546,0.7287084,0.8125
4,547,0.8730568,0.78125
4,548,0.7327627,0.9130434782608695
5,549,0.80864817,0.78125
5,550,0.83612245,0.78125
5,551,1.0299659,0.75
5,552,0.5276003,0.875
5,553,0.7163277,0.8125
5,554,0.64401656,0.84375
5,555,0.75854766,0.84375
5,556,0.73107386,0.84375
5,557,0.491006,0.84375
5,558,0.7476497,0.75
5,559,0.66499376,0.75
5,560,0.63136226,0.8125
5,561,0.9997699,0.71875
5,562,0.60039675,0.84375
5,563,0.6224635,0.8125
5,564,0.9298212,0.75
5,565,0.4112766,0.90625
5,566,0.6694406,0.78125
5,567,0.66031677,0.84375
5,568,0.89681154,0.75
5,569,0.5534162,0.90625
5,570,1.0847789,0.6875
5,571,0.6531552,0.84375
5,572,0.3850519,0.9375
5,573,0.8357346,0.6875
5,574,0.7410848,0.8125
5,575,0.3098851,0.9375
5,576,0.5450353,0.875
5,577,1.0371307,0.71875
5,578,0.4621567,0.875
5,579,0.7893281,0.71875
5,580,1.1118722,0.625
5,581,0.80721986,0.75
5,582,0.852995,0.8125
5,583,0.81293494,0.78125
5,584,0.78733605,0.8125
5,585,0.87321734,0.78125
5,586,1.3522348,0.625
5,587,0.52902967,0.875
5,588,0.87156576,0.6875
5,589,0.76426953,0.78125
5,590,0.76823676,0.8125
5,591,0.75268,0.78125
5,592,0.49978507,0.9375
5,593,0.5786592,0.875
5,594,0.7850971,0.78125
5,595,0.63182753,0.8125
5,596,0.76658225,0.71875
5,597,0.7555239,0.71875
5,598,0.9955236,0.6875
5,599,0.99438107,0.71875
5,600,0.57557195,0.90625
5,601,0.6466211,0.78125
5,602,0.46632206,0.875
5,603,0.8762337,0.78125
5,604,0.8219385,0.71875
5,605,0.97443897,0.71875
5,606,0.6584563,0.875
5,607,0.61375535,0.875
5,608,0.5554876,0.875
5,609,0.80407757,0.65625
5,610,0.85213995,0.75
5,611,0.47847146,0.84375
5,612,0.65838903,0.84375
5,613,0.46923083,0.96875
5,614,0.71172357,0.8125
5,615,0.92888343,0.78125
5,616,0.72818166,0.78125
5,617,0.6837947,0.90625
5,618,0.5326867,0.8125
5,619,0.55957466,0.875
5,620,0.5162136,0.875
5,621,0.59525526,0.875
5,622,0.34887663,0.9375
5,623,1.0448943,0.6875
5,624,0.5265543,0.90625
5,625,0.8949375,0.75
5,626,0.53789026,0.84375
5,627,0.66115665,0.78125
5,628,0.8551961,0.78125
5,629,0.719309,0.78125
5,630,0.708107,0.8125
5,631,0.633283,0.875
5,632,0.8536483,0.71875
5,633,0.52076715,0.875
5,634,0.71084815,0.90625
5,635,0.85744226,0.75
5,636,0.767072,0.84375
5,637,0.975538,0.625
5,638,0.7067724,0.6875
5,639,0.51485914,0.875
5,640,0.9746041,0.625
5,641,0.5666175,0.84375
5,642,0.6572041,0.8125
5,643,1.0896182,0.6875
5,644,0.67777705,0.78125
5,645,0.6134364,0.8125
5,646,0.5403573,0.875
5,647,0.5315129,0.84375
5,648,0.71626323,0.90625
5,649,0.46794808,0.875
5,650,0.58134186,0.84375
5,651,0.503905,0.9375
5,652,0.5940383,0.875
5,653,0.8083278,0.8125
5,654,0.5789899,0.8125
5,655,0.7956982,0.75
5,656,0.79842013,0.75
5,657,0.86433023,0.8125
5,658,0.67073053,0.78125
5,659,0.5019261,0.90625
5,660,0.960215,0.625
5,661,0.4094612,0.90625
5,662,0.516326,0.875
5,663,0.45681295,0.90625
5,664,0.70675695,0.84375
5,665,0.47196287,0.875
5,666,0.6781076,0.8125
5,667,0.6463678,0.78125
5,668,0.77796006,0.71875
5,669,0.8580058,0.71875
5,670,0.6302743,0.8125
5,671,0.7784493,0.78125
5,672,1.1622504,0.6875
5,673,0.67772096,0.78125
5,674,0.6080014,0.90625
5,675,0.68900007,0.84375
5,676,0.601619,0.84375
5,677,0.63374734,0.84375
5,678,0.85703063,0.75
5,679,0.68249243,0.71875
5,680,0.66776997,0.75
5,681,0.7892487,0.75
5,682,0.4810473,0.875
5,683,0.83350706,0.71875
5,684,0.7180241,0.75
5,685,0.78592235,0.7391304347826086
6,686,0.69175595,0.8125
6,687,0.49225903,0.875
6,688,0.5884079,0.75
6,689,0.5256013,0.84375
6,690,0.5631128,0.84375
6,691,0.6710547,0.84375
6,692,0.68179524,0.8125
6,693,0.6948447,0.84375
6,694,0.8390087,0.84375
6,695,0.82694495,0.8125
6,696,0.6016089,0.875
6,697,0.6372274,0.8125
6,698,0.66724515,0.8125
6,699,0.51764524,0.875
6,700,0.49781513,0.875
6,701,0.5110371,0.8125
6,702,0.5535664,0.84375
6,703,0.72223663,0.71875
6,704,0.8379892,0.78125
6,705,0.7204463,0.78125
6,706,0.79768294,0.78125
6,707,0.7686182,0.875
6,708,0.74253494,0.75
6,709,0.43881476,0.9375
6,710,0.5203087,0.90625
6,711,0.6107307,0.8125
6,712,0.6777799,0.78125
6,713,0.6780273,0.84375
6,714,0.74741817,0.8125
6,715,0.99069893,0.6875
6,716,0.70383656,0.78125
6,717,0.6240413,0.78125
6,718,0.5068847,0.90625
6,719,0.65055114,0.78125
6,720,0.5124197,0.84375
6,721,0.8442702,0.75
6,722,0.7614608,0.78125
6,723,0.7386383,0.71875
6,724,0.75108266,0.75
6,725,0.6968259,0.8125
6,726,0.8189589,0.78125
6,727,0.41017818,0.96875
6,728,0.4305067,0.875
6,729,0.84492874,0.84375
6,730,0.58212674,0.9375
6,731,0.6151316,0.875
6,732,0.64479154,0.78125
6,733,0.5818911,0.875
6,734,0.46663934,0.90625
6,735,0.58594406,0.78125
6,736,0.66097987,0.8125
6,737,0.8991263,0.6875
6,738,0.5875233,0.8125
6,739,0.49070883,0.9375
6,740,0.5169962,0.84375
6,741,0.79397976,0.8125
6,742,0.64120513,0.84375
6,743,0.71753633,0.875
6,744,0.75718874,0.78125
6,745,0.7966738,0.78125
6,746,0.92141426,0.75
6,747,0.69895166,0.78125
6,748,0.4985757,0.90625
6,749,0.66133875,0.84375
6,750,0.62905174,0.75
6,751,0.45811018,0.96875
6,752,0.49103516,0.875
6,753,0.592672,0.78125
6,754,0.706754,0.75
6,755,0.78421956,0.78125
6,756,0.40644827,1.0
6,757,0.6639171,0.8125
6,758,0.73857653,0.78125
6,759,0.5472254,0.78125
6,760,0.48716086,0.875
6,761,0.5746177,0.84375
6,762,0.9066247,0.71875
6,763,0.6265171,0.875
6,764,0.5536348,0.84375
6,765,0.7357707,0.8125
6,766,1.0261801,0.6875
6,767,0.520307,0.84375
6,768,0.6986058,0.78125
6,769,0.6535814,0.84375
6,770,0.51043075,0.84375
6,771,0.7202947,0.84375
6,772,0.5917051,0.8125
6,773,0.68536854,0.90625
6,774,0.3845955,0.875
6,775,0.6233662,0.875
6,776,0.5630926,0.8125
6,777,0.48806983,0.84375
6,778,0.6363938,0.84375
6,779,0.71853894,0.875
6,780,0.7662275,0.8125
6,781,0.92874265,0.65625
6,782,0.7317525,0.8125
6,783,0.456253,0.875
6,784,0.57703596,0.8125
6,785,0.9065478,0.8125
6,786,0.53906447,0.875
6,787,0.29053023,0.96875
6,788,0.9363604,0.6875
6,789,0.65320045,0.875
6,790,0.6891335,0.8125
6,791,0.4813472,0.90625
6,792,0.7037901,0.84375
6,793,0.6085742,0.875
6,794,0.5361408,0.8125
6,795,0.7573627,0.78125
6,796,0.5320814,0.90625
6,797,0.54618794,0.875
6,798,0.93585247,0.65625
6,799,1.0702889,0.75
6,800,0.49307594,0.875
6,801,0.6980541,0.8125
6,802,0.6446076,0.84375
6,803,0.64947104,0.78125
6,804,0.87982786,0.71875
6,805,0.8281216,0.71875
6,806,0.5933131,0.8125
6,807,0.515523,0.84375
6,808,0.44720757,0.875
6,809,0.8246486,0.75
6,810,0.79299897,0.78125
6,811,0.93342644,0.71875
6,812,0.9191078,0.71875
6,813,0.4967371,0.78125
6,814,0.7046071,0.8125
6,815,0.6173748,0.75
6,816,0.5705796,0.875
6,817,0.39481133,0.90625
6,818,0.562166,0.84375
6,819,0.70471764,0.78125
6,820,0.71566045,0.78125
6,821,0.86208063,0.78125
6,822,0.4692045,0.8695652173913043
7,823,0.7794255,0.78125
7,824,0.5597508,0.78125
7,825,0.8156082,0.78125
7,826,0.75285137,0.875
7,827,0.59815377,0.84375
7,828,0.8246657,0.8125
7,829,0.3369138,0.9375
7,830,0.3843999,0.9375
7,831,0.6814117,0.71875
7,832,0.95728886,0.71875
7,833,0.8511183,0.6875
7,834,0.39998522,0.90625
7,835,0.5613976,0.875
7,836,0.8379983,0.78125
7,837,0.8156379,0.75
7,838,0.64319056,0.8125
7,839,0.6813099,0.78125
7,840,0.58167124,0.84375
7,841,0.6406165,0.84375
7,842,0.6516861,0.875
7,843,0.46115997,0.875
7,844,0.8159827,0.8125
7,845,0.5690418,0.8125
7,846,0.616547,0.875
7,847,0.5753467,0.8125
7,848,0.45917365,0.875
7,849,0.7715478,0.8125
7,850,0.4867891,0.875
7,851,0.70516884,0.8125
7,852,0.95036393,0.71875
7,853,0.65313435,0.78125
7,854,0.6964719,0.84375
7,855,0.7126038,0.75
7,856,0.46882412,0.96875
7,857,0.36019903,0.90625
7,858,0.44693074,0.84375
7,859,0.585401,0.84375
7,860,0.63912755,0.78125
7,861,0.5890125,0.90625
7,862,0.6437993,0.78125
7,863,0.67874515,0.84375
7,864,0.6684391,0.84375
7,865,0.5811001,0.84375
7,866,0.4881267,0.90625
7,867,0.36168778,0.96875
7,868,0.77650726,0.78125
7,869,0.5690658,0.8125
7,870,0.7187982,0.84375
7,871,0.5229282,0.84375
7,872,0.83055836,0.71875
7,873,0.70000595,0.8125
7,874,0.37049174,0.9375
7,875,0.7574661,0.71875
7,876,0.43523192,0.90625
7,877,0.5950098,0.8125
7,878,0.5557619,0.875
7,879,0.7149515,0.75
7,880,0.5079859,0.875
7,881,0.59177464,0.875
7,882,0.5290502,0.90625
7,883,0.46088606,0.90625
7,884,0.8315947,0.75
7,885,0.5190924,0.9375
7,886,0.5278483,0.875
7,887,0.541781,0.875
7,888,0.4503713,0.875
7,889,0.597256,0.9375
7,890,0.7528162,0.75
7,891,0.4885485,0.875
7,892,0.38449612,0.90625
7,893,0.6919891,0.84375
7,894,1.0179559,0.65625
7,895,0.8840679,0.78125
7,896,0.6691837,0.8125
7,897,0.5275589,0.84375
7,898,0.40032518,0.9375
7,899,0.7350831,0.84375
7,900,0.5553077,0.90625
7,901,0.45581502,0.875
7,902,0.48070005,0.84375
7,903,0.7927686,0.78125
7,904,0.5388487,0.90625
7,905,0.73255247,0.78125
7,906,0.77611244,0.84375
7,907,0.69018567,0.8125
7,908,0.5867507,0.84375
7,909,0.62335,0.78125
7,910,0.65686625,0.78125
7,911,0.58807904,0.875
7,912,0.75381684,0.75
7,913,0.50016946,0.84375
7,914,0.5364593,0.84375
7,915,0.39711082,0.90625
7,916,0.5893007,0.84375
7,917,0.43026575,0.90625
7,918,0.55817294,0.84375
7,919,0.68110615,0.8125
7,920,0.54391295,0.8125
7,921,0.714001,0.84375
7,922,0.6780437,0.78125
7,923,0.55278176,0.90625
7,924,0.80376476,0.78125
7,925,0.356963,0.96875
7,926,0.71425635,0.8125
7,927,0.53124505,0.84375
7,928,0.52464896,0.84375
7,929,0.6853465,0.84375
7,930,0.6740139,0.78125
7,931,0.6621377,0.84375
7,932,0.5437922,0.84375
7,933,0.5771357,0.8125
7,934,0.7981974,0.78125
7,935,0.8751781,0.71875
7,936,0.5246115,0.84375
7,937,0.76649606,0.8125
7,938,0.36868566,0.90625
7,939,0.46665233,0.90625
7,940,0.5740372,0.84375
7,941,0.8246271,0.78125
7,942,0.41604,0.875
7,943,0.85399663,0.8125
7,944,0.8074432,0.75
7,945,0.5322796,0.84375
7,946,0.682721,0.84375
7,947,0.46390188,0.90625
7,948,0.53433824,0.8125
7,949,0.52786547,0.84375
7,950,0.41513592,0.875
